CIF Number,CustName,Address,Mobile,MartialStatus,Dependents,CustType,BirthDay,Sex,Organization,Job,Experience,Salary,Existing time,Credit Score
3941,Vũ Quỳnh Thanh,"Nguyễn Thị Tần, Quận 8, TP.HCM",+84952034773,Single,Yes,Individual,1954-05-31,Female,N/A,Data Engineer,9,61710000,0,838
3942,Phan Kim Liên,"Khu Phố 2-02, Hóc Môn, TP.HCM",+84821141943,Single,Yes,Organization,1990-04-14,Female,LG Electronics Development Vietnam (LGEDV),IT Support,9,55696000,7,376
3943,Đỗ Hải Mỹ,"Khu Phố 2-02, Hóc Môn, TP.HCM",+842965395043,Single,Yes,Individual,1960-10-02,Female,N/A,Front-end Developer,9,57722000,4,725
3944,Trần Hữu Phước,"Trần Tử Bình, Huyện Củ Chi, TP.HCM",+84703353889,Married,Yes,Individual,1985-07-16,Male,N/A,Blockchain Engineer,1,13078000,10,747
3945,Hoàng Bình Dương,"Lê Trực, Quận Bình Thạnh, TP.HCM",+842899567526,Married,Yes,Organization,1972-07-05,Male,VNG Corporation,Project Leader,6,59804000,4,392
3946,Hồ Xuân Hiếu,"Nguyễn Hữu Thọ, Nhà Bè, TP.HCM",+84998293028,Single,No,Organization,1965-01-31,Male,Hybrid Technologies,Cloud Engineer,1,14793000,4,748
3947,Đoàn Việt Mi,"Đào Văn Thử, Huyện Củ Chi, TP.HCM",+842949445508,Married,Yes,Individual,1999-11-01,Female,N/A,System Admin,2,18626000,0,703
3948,Trương Hoàng Quân,"Bạch Đằng, Quận Bình Thạnh, TP.HCM",+84933912262,Single,Yes,Individual,1986-06-06,Male,N/A,Business Intelligence AnalystData Scientist,4,24561000,0,595
3949,Phan Tùng Lâm,"Đường D2, Quận Bình Thạnh, TP.HCM",+842992845430,Single,No,Organization,1972-02-22,Male,"Niteco Vietnam Co., Ltd",Mobile Developer,4,37570000,7,648
3950,Đỗ Tùy Linh,"Đường số 35, Quận Gò Vấp, TP.HCM",+84996376729,Married,Yes,Individual,1967-09-17,Female,N/A,Tester,4,30318000,1,821
3951,Đoàn Thanh Tú,"Đường số 33, Quận 8, TP.HCM",+842962022127,Married,Yes,Individual,1983-09-18,Male,N/A,Mobile Developer,6,47699000,4,671
3952,Trương Huyền Diệu,"Đường số 7, Quận 6, TP.HCM",+84702146798,Married,Yes,Organization,1964-06-10,Female,Employment Hero,DevSecOps Engineer,1,14169000,3,564
3953,Trương Quế Phương,"Nguyễn Đình Chiểu, Quận 1, TP.HCM",+84522772907,Married,Yes,Individual,1963-06-12,Female,N/A,Back-end Developer,10,64896000,2,470
3954,Đặng Thủy Nguyệt,"Đặng Thị Rành, Thành phố Thủ Đức, TP.HCM",+842934430057,Married,Yes,Individual,1991-04-02,Female,N/A,Mobile Developer,7,50823000,7,426
3955,Hồ Thùy Vân,"Huỳnh Mẫn Đạt, Quận 5, TP.HCM",+842943157862,Married,Yes,Individual,1997-12-01,Female,N/A,Business Analyst,0,4913000,2,785
3956,Hoàng Huệ Phương,"Bình Hưng, Bình Chánh, TP.HCM",+84829210592,Married,Yes,Individual,1966-10-15,Female,N/A,Mobile Developer,7,38788000,1,438
3957,Trương Bạch Yến,"Bà Điểm 8, Hóc Môn, TP.HCM",+84998864826,Married,Yes,Organization,1967-04-24,Female,NAB Innovation Centre Vietnam,Mobile Developer,4,31598000,7,366
3958,Hoàng Như Ngọc,"Nguyễn Mỹ Ca, Quận Tân Phú, TP.HCM",+842922898238,Married,Yes,Individual,1962-06-25,Female,N/A,Product Manager,10,71148000,5,808
3959,Lê Hàm Duyên,"Nguyễn Duy Hiệu, Quận 3, TP.HCM",+842968790794,Single,No,Individual,1993-12-05,Female,N/A,Data Engineer,6,32261000,4,546
3960,Nguyễn Hương Lan,"Đường số 12A, Quận Bình Tân, TP.HCM",+842916160103,Single,No,Organization,1998-07-28,Female,SmartOSC,Data Analyst,5,30195000,9,770
3961,Trần Phương Chi,"Nguyễn Văn Bảo, Quận Gò Vấp, TP.HCM",+842882381003,Single,Yes,Individual,1956-05-20,Female,N/A,Business Analyst,0,4677000,10,334
3962,Lê Minh Vu,"Lê Cao Lãng, Quận Tân Phú, TP.HCM",+84512241237,Single,No,Organization,1997-07-25,Male,Hybrid Technologies,Database Engineer,8,41859000,4,313
3963,Đỗ Thiếu Anh,"Bùi Quang Là, Quận Gò Vấp, TP.HCM",+842739325077,Single,No,Individual,1982-01-05,Male,N/A,Embedded Engineer,1,14857000,6,685
3964,Phan Khắc Thành,"Quốc Lộ 13, Quận Bình Thạnh, TP.HCM",+842940125073,Single,Yes,Organization,1956-09-14,Male,Tyme,Project Leader,2,19757000,7,649
3965,Đỗ Hải Dương,"Trần Khắc Chân, Quận Phú Nhuận, TP.HCM",+842919918187,Single,No,Individual,1968-08-14,Female,N/A,Full-stack Developer,9,69566000,8,545
3966,Đặng Danh Nhân,"Đường số 4, Quận Bình Tân, TP.HCM",+842966416543,Married,Yes,Individual,1987-05-07,Male,N/A,Designer,10,43269000,1,526
3967,Võ Nguyên Khang,"2 Đường số 1A, Bình Chánh, TP.HCM",+842944236348,Single,Yes,Organization,1990-05-05,Male,GeoComply (GeoTech Hub Vietnam),Project Manager,6,65886000,3,662
3968,Hoàng Minh Vương,"Đường số 6, Quận 4, TP.HCM",+842748848234,Married,Yes,Organization,1972-05-01,Male,GeoComply (GeoTech Hub Vietnam),Mobile Developer,8,49566000,0,675
3969,Đỗ Huy Khiêm,"Sông Đáy, Quận Tân Bình, TP.HCM",+842517877008,Single,Yes,Organization,2003-06-14,Male,Trusting Social,IT Support,1,13527000,10,500
3970,Lý Quốc Vinh,"Liên Xã Phước Vĩnh An - Phạm Văn Cội, Huyện Củ Chi, TP.HCM",+842563012999,Married,Yes,Organization,1963-06-02,Male,Employment Hero,Project Leader,1,12582000,3,518
3971,Phan Thiên Thanh,"Liên Phường, Quận 9, TP.HCM",+84966399113,Married,Yes,Organization,1964-12-31,Female,Employment Hero,Product Manager,1,38528000,10,538
3972,Đoàn Gia Huy,"2 Đường số 3, Bình Chánh, TP.HCM",+84966561197,Married,Yes,Organization,1980-04-09,Male,LG Electronics Development Vietnam (LGEDV),Back-end Developer,6,42562000,5,651
3973,Huỳnh Tuấn Hoàng,"Bến Phú Định, Quận 8, TP.HCM",+84896221300,Single,Yes,Organization,1986-05-12,Male,NFQ Asia,Tester,1,12429000,0,821
3974,Đoàn Hằng Anh,"Đặng Tiến Đông, Quận 3, TP.HCM",+842635256894,Single,Yes,Individual,1953-10-25,Female,N/A,Project Leader,4,23080000,6,386
3975,Trần Trúc Lan,"Phú Thọ, Quận 11, TP.HCM",+84559229500,Single,Yes,Individual,1991-06-27,Female,N/A,System Engineer,0,4351000,6,355
3976,Hồ Thế Minh,"Đường số 46, Quận 4, TP.HCM",+84897128308,Married,Yes,Individual,2000-07-08,Male,N/A,Product Owner,4,39828000,1,450
3977,Vũ Trường Thành,"Tân Phước, Quận 11, TP.HCM",+84967155158,Single,Yes,Individual,1982-08-02,Male,N/A,Helpdesk,3,34523000,8,359
3978,Vũ Thu Nga,"Lương Khải Siêu, Thành phố Thủ Đức, TP.HCM",+84964025169,Single,Yes,Individual,1954-09-13,Female,N/A,Business Analyst,8,38582000,7,676
3979,Đỗ Việt Dũng,"Đường số 100, Quận 9, TP.HCM",+84595861693,Married,Yes,Individual,1976-11-30,Male,N/A,Helpdesk,3,29706000,0,429
3980,Huỳnh Kim Duyên,"Đường số 19, Quận 3, TP.HCM",+842930774785,Single,No,Individual,1986-05-05,Female,N/A,Helpdesk,0,3426000,0,302
3981,Đỗ Ðại Thống,"Đường số 41, Quận 3, TP.HCM",+84948870483,Single,Yes,Individual,1978-10-07,Male,N/A,Project Leader,10,70782000,2,412
3982,Hoàng Thông Minh,"Đường số 2, Thành phố Thủ Đức, TP.HCM",+842992341355,Married,Yes,Individual,1975-02-19,Male,N/A,Back-end Developer,0,4840000,4,353
3983,Ngô Mạnh Cường,"Đinh Chương Dương, Huyện Củ Chi, TP.HCM",+842622292885,Married,Yes,Organization,1965-12-11,Male,NAB Innovation Centre Vietnam,Database Engineer,0,3432000,10,611
3984,Lý Mai Thy,"Đường số 339, Quận 9, TP.HCM",+84960996017,Married,Yes,Organization,1983-03-08,Female,LG Electronics Development Vietnam (LGEDV),System Admin,5,69741000,8,624
3985,Lý Thiên Mai,"Trần Phú Cương, Quận Gò Vấp, TP.HCM",+84702718279,Married,Yes,Individual,1975-01-13,Female,N/A,DevOps,0,3404000,3,641
3986,Trương Huy Hà,"Đường số 19, Quận 4, TP.HCM",+84994978922,Married,Yes,Organization,1973-12-09,Male,GeoComply (GeoTech Hub Vietnam),Designer,1,11765000,5,548
3987,Hồ Ngọc Khánh,"Đường số 30, Quận Bình Tân, TP.HCM",+842724394534,Single,Yes,Organization,1969-09-16,Female,"Niteco Vietnam Co., Ltd",Data Analyst,4,28903000,5,387
3988,Phạm Thảo Hương,"Lý Thường Kiệt, Quận 11, TP.HCM",+84897238446,Single,Yes,Individual,1953-12-23,Female,N/A,Product Manager,7,57137000,5,584
3989,Trương Hữu Ðịnh,"Nguyễn Lương Bằng, Nhà Bè, TP.HCM",+84903206497,Married,Yes,Individual,1958-06-11,Male,N/A,DevOps,9,59454000,1,713
3990,Phan Nhật Lan,"Đường số 13, Quận Gò Vấp, TP.HCM",+842764155033,Married,Yes,Organization,1991-06-13,Female,FPT IS,Back-end Developer,5,57729000,8,489
3991,Trần Trầm Hương,"Đường số 20, Quận 2, TP.HCM",+842701946332,Single,No,Organization,1993-10-25,Female,Hybrid Technologies,Database Engineer,7,45527000,1,812
3992,Hoàng Huyền Thoại,"Long Thuận, Quận 9, TP.HCM",+842908157418,Married,Yes,Individual,1971-01-25,Female,N/A,Project Manager,7,41216000,7,467
3993,Lê Tuấn Sỹ,"Đường số 48A, Quận Bình Tân, TP.HCM",+84994072404,Single,No,Organization,1979-03-24,Male,NAB Innovation Centre Vietnam,System Engineer,10,66211000,6,334
3994,Đoàn Vĩnh Thọ,"Nguyễn Thị Huỳnh, Quận Phú Nhuận, TP.HCM",+84901783585,Married,Yes,Organization,1955-05-15,Male,Employment Hero,IT Consultant,2,19869000,0,801
3995,Nguyễn Ðức Hòa,"Chánh Hưng Nối Dài, Nhà Bè, TP.HCM",+84995598862,Single,Yes,Organization,1986-11-28,Male,Hybrid Technologies,Tester,1,11294000,0,777
3996,Võ Yến Phượng,"Tôn Thất Hiệp, Quận 11, TP.HCM",+84999826335,Married,Yes,Individual,2001-12-18,Female,N/A,IT Support,4,26268000,8,447
3997,Vũ Khang Kiện,"Cá Lăng, Huyện Củ Chi, TP.HCM",+842963525868,Single,Yes,Organization,1961-01-17,Male,Hybrid Technologies,Business Intelligence AnalystData Scientist,1,10255000,3,698
3998,Đoàn Minh Khuê,"Nguyễn Tuyển, Quận 2, TP.HCM",+842941126896,Single,No,Organization,2002-12-04,Female,Trusting Social,ERP Engineer,1,14393000,8,793
3999,Bùi Ngọc Dung,"Đường số 29, Quận Gò Vấp, TP.HCM",+842931447116,Single,No,Organization,1980-02-25,Female,Home Credit Vietnam,Data Analyst,6,59859000,2,665
4000,Lê Duy Tiếp,"Hùng Vương, Quận 11, TP.HCM",+84523607085,Married,Yes,Individual,1960-05-23,Male,N/A,Product Manager,1,33347000,8,616
4001,Dương Việt Nhân,"Thới An 19, Quận 12, TP.HCM",+84998466022,Married,Yes,Individual,1979-05-06,Male,N/A,QA-QC,6,56037000,4,726
4002,Phạm Ðồng Bằng,"Bình Chiểu, Thành phố Thủ Đức, TP.HCM",+84975328692,Single,No,Individual,1973-03-09,Male,N/A,IT Consultant,3,21171000,5,438
4003,Trần Thế An,"Đường số 63, Quận 2, TP.HCM",+842948515537,Single,No,Organization,1961-12-04,Male,"Niteco Vietnam Co., Ltd",System Admin,5,55515000,7,818
4004,Trương Minh Châu,"Đường số 22, Quận 2, TP.HCM",+842604555240,Single,Yes,Individual,1955-07-23,Female,N/A,IT Consultant,0,3247000,7,434
4005,Dương Lan Ngọc,"Hòa Bình, Quận Tân Phú, TP.HCM",+84999397870,Married,Yes,Organization,1990-05-10,Female,"Niteco Vietnam Co., Ltd",Blockchain Engineer,5,58981000,9,484
4006,Vũ Thế Doanh,"Đường số 12AB, Quận Bình Thạnh, TP.HCM",+84896066039,Married,Yes,Individual,1996-01-12,Male,N/A,Data Engineer,3,35647000,9,376
4007,Ngô Mỹ Huệ,"Phú Xuân, Nhà Bè, TP.HCM",+842722388980,Single,No,Organization,1991-11-25,Female,LG Electronics Development Vietnam (LGEDV),Full-stack Developer,4,20063000,10,556
4008,Ngô Ngọc Hân,"Nguyễn Thị Lắng, Huyện Củ Chi, TP.HCM",+84879973472,Single,Yes,Organization,1999-11-29,Female,NAB Innovation Centre Vietnam,QA-QC,1,11925000,6,625
4009,Hoàng Hải My,"Vĩnh Viễn, Quận 10, TP.HCM",+842634112600,Single,Yes,Individual,1972-04-29,Female,N/A,Business Intelligence AnalystData Scientist,10,44378000,0,447
4010,Đoàn Nhật Phương,"Đường số 42, Quận 2, TP.HCM",+842822638471,Single,No,Individual,1972-03-23,Female,N/A,Back-end Developer,7,37535000,5,774
4011,Phan Tân Phước,"Âu Dương Lân, Quận 8, TP.HCM",+84976790292,Single,No,Individual,1966-01-31,Male,N/A,ERP Engineer,5,41045000,5,322
4012,Lê Gia Hiệp,"Trần Văn Đang, Quận Tân Bình, TP.HCM",+842429898002,Married,Yes,Individual,1974-04-06,Male,N/A,DevSecOps Engineer,1,13813000,2,377
4013,Trần Thu Sinh,"Nguyễn Đình Chiểu, Quận 2, TP.HCM",+842423761725,Single,No,Individual,1978-08-08,Male,N/A,DevOps,10,71030000,10,614
4014,Phạm Thiện Luân,"Đường số 44, Thành phố Thủ Đức, TP.HCM",+84897946639,Married,Yes,Individual,1993-02-07,Male,N/A,Project Manager,9,47390000,6,724
4015,Vũ Bảo Hiển,"Vũ Tụ, Huyện Củ Chi, TP.HCM",+842520498595,Married,Yes,Individual,1964-09-06,Male,N/A,Project Leader,5,41394000,10,765
4016,Hồ Hồng Bạch Thảo,"Hoa Hồng, Quận Phú Nhuận, TP.HCM",+84766982616,Single,Yes,Individual,1986-11-13,Female,N/A,AI Engineer,4,20702000,6,746
4017,Đoàn Hải Bình,"Đường số 43, Quận 2, TP.HCM",+84812759437,Married,Yes,Organization,1983-10-02,Male,VNG Corporation,Business Intelligence AnalystData Scientist,3,22174000,0,475
4018,Bùi Tuấn Hoàng,"Trịnh Như Khuê, Bình Chánh, TP.HCM",+84995753499,Married,Yes,Individual,1964-08-26,Male,N/A,Tech Lead,3,32771000,5,615
4019,Lê Gia Lập,"Đường số 13A, Bình Chánh, TP.HCM",+84762072368,Single,Yes,Individual,1988-03-28,Male,N/A,Database Engineer,5,33146000,8,728
4020,Đặng Ái Vân,"Đinh Củng Viên, Quận 9, TP.HCM",+84997683776,Married,Yes,Organization,1994-11-29,Female,FPT IS,Database Engineer,5,64351000,9,416
4021,Dương Minh Ngọc,"Hậu Lân, Hóc Môn, TP.HCM",+84784669451,Married,Yes,Individual,1982-01-19,Female,N/A,Data Analyst,3,34448000,8,805
4022,Lê Phượng Nga,"Lãnh Binh Thăng, Quận 10, TP.HCM",+84898731627,Married,Yes,Individual,1979-06-01,Female,N/A,ERP Engineer,1,13020000,10,457
4023,Lý Minh Hòa,"Đường D52, Quận Tân Bình, TP.HCM",+842966834289,Single,Yes,Organization,1960-11-13,Male,LG Electronics Development Vietnam (LGEDV),Tech Lead,5,33211000,1,627
4024,Trần Như Thảo,"Đường số 38, Quận Gò Vấp, TP.HCM",+842964672062,Single,No,Organization,1993-01-31,Female,Tyme,Designer,10,67169000,3,797
4025,Ngô Thảo Linh,"Phan Xích Long, Quận Phú Nhuận, TP.HCM",+84999230437,Married,Yes,Organization,1955-04-04,Female,Absolute Software (Vietnam) Ltd,System Admin,3,37845000,4,811
4026,Võ Minh Nhân,"Phạm Đăng Giảng, Quận Bình Tân, TP.HCM",+84927482172,Single,No,Individual,1990-12-23,Male,N/A,IT Consultant,8,46944000,9,507
4027,Đỗ Ngọc Nhi,"Bình Minh, Bình Chánh, TP.HCM",+84996385403,Single,Yes,Individual,1989-09-10,Female,N/A,Data Analyst,10,64070000,9,691
4028,Hồ An Hằng,"Trần Minh Quyền, Quận 10, TP.HCM",+84523844656,Married,Yes,Individual,2001-03-15,Female,N/A,Game Developer,5,62050000,0,557
4029,Bùi Minh Trung,"Phạm Cự Lượng, Quận Tân Bình, TP.HCM",+842915904081,Single,Yes,Individual,1954-03-27,Male,N/A,Helpdesk,6,66970000,3,346
4030,Đỗ Thúy Vân,"Ngô Quyền, Quận 10, TP.HCM",+84522653883,Single,Yes,Organization,1969-01-18,Female,Zuhlke Engineering Vietnam,Back-end Developer,1,10250000,7,633
4031,Đoàn Thy Oanh,"Nội Bộ Khu Tái Định Cư KCN Hiệp Phước, Nhà Bè, TP.HCM",+842755242491,Married,Yes,Organization,1976-07-14,Female,NFQ Asia,Embedded Engineer,7,36291000,10,530
4032,Dương Bạch Quỳnh,"Đào Trinh Nhất, Thành phố Thủ Đức, TP.HCM",+842779327625,Married,Yes,Organization,1997-05-13,Female,Tyme,DevOps,8,54435000,9,643
4033,Trương Trúc Cương,"Hồng Bàng, Quận 11, TP.HCM",+842931266598,Married,Yes,Organization,1978-10-05,Male,VNG Corporation,Blockchain Engineer,0,3329000,3,850
4034,Phan Ngân Thanh,"Lê Sao, Quận Tân Phú, TP.HCM",+84995401351,Single,Yes,Organization,1953-08-11,Female,NAB Innovation Centre Vietnam,Product Manager,10,54780000,8,337
4035,Phạm Lam Tuyền,"Bà Điểm, Bình Chánh, TP.HCM",+84836965109,Married,Yes,Individual,1992-06-01,Female,N/A,ERP Engineer,7,33863000,6,451
4036,Võ Kiến Ðức,"Đặng Văn Ngữ, Quận Phú Nhuận, TP.HCM",+842733915945,Single,No,Individual,1975-05-23,Male,N/A,AI Engineer,2,16985000,3,794
4037,Phan Cao Nguyên,"Đường số 339, Quận 9, TP.HCM",+84986200249,Married,Yes,Individual,1975-02-12,Male,N/A,Game Developer,4,20514000,6,689
4038,Ngô Đan Tâm,"Chánh Hưng Nối Dài, Nhà Bè, TP.HCM",+842966311920,Married,Yes,Organization,1989-08-26,Female,GeoComply (GeoTech Hub Vietnam),Product Owner,1,11892000,8,612
4039,Huỳnh Bảo Bình,"Cộng Hòa 3, Quận Tân Phú, TP.HCM",+84559400999,Single,Yes,Individual,1975-04-19,Female,N/A,Data Engineer,7,66547000,4,768
4040,Đoàn Chí Anh,"Ca Văn Thỉnh, Quận Tân Bình, TP.HCM",+842904753931,Single,No,Organization,1989-07-08,Male,Employment Hero,System Engineer,3,33928000,1,739
4041,Hoàng Minh Phương,"Đường B, Quận Tân Phú, TP.HCM",+84523740549,Single,No,Organization,1961-09-20,Female,SmartOSC,Project Leader,1,14649000,4,696
4042,Phan Đoan Trang,"Lê Bá Trinh, Bình Chánh, TP.HCM",+84991298313,Married,Yes,Organization,1981-05-07,Female,Trusting Social,Game Developer,6,59088000,2,654
4043,Phan Hảo Nhi,"Huỳnh Văn Bánh, Quận Phú Nhuận, TP.HCM",+842733485517,Married,Yes,Organization,1985-11-10,Female,Bosch Global Software Technologies Company Limited,Embedded Engineer,0,3516000,7,616
4044,Hoàng Hữu Tài,"Đường số 11, Huyện Củ Chi, TP.HCM",+84566558501,Married,Yes,Organization,1954-12-06,Male,NFQ Asia,Business Analyst,9,48044000,0,672
4045,Trần Quang Hùng,"Đường số 27, Thành phố Thủ Đức, TP.HCM",+842750249765,Single,Yes,Individual,1975-09-12,Male,N/A,Product Manager,10,71736000,5,658
4046,Phan Ðình Thắng,"Tân Hóa, Quận 11, TP.HCM",+842977011685,Single,Yes,Individual,1976-06-26,Male,N/A,Front-end Developer,10,52637000,6,390
4047,Trần Thái Hồng,"Xuân Thới 8, Hóc Môn, TP.HCM",+84999685231,Single,Yes,Organization,1992-01-20,Female,Zuhlke Engineering Vietnam,Product Owner,6,46540000,5,555
4048,Huỳnh Xuân Nhi,"Đường số 21, Quận 4, TP.HCM",+84996067370,Single,No,Individual,1978-11-14,Female,N/A,Business Intelligence AnalystData Scientist,6,66292000,8,610
4049,Đặng Thạch Tùng,"Đường số 23, Quận 4, TP.HCM",+84991529032,Married,Yes,Organization,1958-02-20,Male,SmartOSC,Full-stack Developer,7,56842000,6,796
4050,Đỗ Thiện Khiêm,"Lê Thiệt, Quận Tân Phú, TP.HCM",+84997172837,Single,No,Organization,1956-06-23,Male,Trusting Social,AI Engineer,3,27446000,3,729
4051,Hoàng Hà Thanh,"Bưng Ông Thoàn, Quận 9, TP.HCM",+84896288927,Single,No,Organization,2003-04-03,Female,GeoComply (GeoTech Hub Vietnam),Full-stack Developer,0,4976000,4,697
4052,Đỗ Tấn Thành,"Nguyễn Trung Nguyệt, Quận 3, TP.HCM",+842910080695,Married,Yes,Organization,1959-03-26,Male,Absolute Software (Vietnam) Ltd,Business Analyst,3,22068000,2,771
4053,Đỗ Hoa Thiên,"Đường số 20, Quận 2, TP.HCM",+84952670560,Married,Yes,Organization,1999-07-28,Female,NAB Innovation Centre Vietnam,Product Manager,4,24148000,1,782
4054,Lê Hoài An,"Đường số 34, Quận 11, TP.HCM",+84510682805,Single,Yes,Individual,1987-04-18,Female,N/A,IT Manager,4,22921000,5,508
4055,Lý Hòa Giang,"Lê Thạch, Quận 4, TP.HCM",+84907323124,Single,No,Individual,1988-06-02,Male,N/A,Product Owner,4,22118000,6,616
4056,Bùi Quang Danh,"Đường số 3, Quận 4, TP.HCM",+842904242671,Single,Yes,Individual,1962-06-14,Male,N/A,ERP Engineer,1,13539000,3,784
4057,Ngô Tùng Lâm,"Triệu Quang Phục, Quận 5, TP.HCM",+84991733457,Married,Yes,Organization,1971-03-26,Male,Absolute Software (Vietnam) Ltd,Product Owner,0,3105000,10,383
4058,Vũ Huy Khánh,"Đường số 182, Quận 9, TP.HCM",+84769875163,Single,No,Organization,1996-01-15,Male,Bosch Global Software Technologies Company Limited,AI Engineer,7,45538000,3,636
4059,Trương Hán Lâm,"Bến Than, Huyện Củ Chi, TP.HCM",+84559977188,Single,No,Organization,1978-08-21,Male,Absolute Software (Vietnam) Ltd,Blockchain Engineer,0,4890000,10,829
4060,Đỗ Thái Sơn,"Đường A6, Quận Bình Tân, TP.HCM",+842770454035,Married,Yes,Organization,1958-01-09,Male,Bosch Global Software Technologies Company Limited,System Admin,7,55378000,4,473
4061,Võ Thúy Minh,"Nguyễn Huy Lượng, Quận Bình Thạnh, TP.HCM",+84943971496,Single,Yes,Individual,1971-03-07,Female,N/A,Embedded Engineer,10,65809000,3,722
4062,Lý Bửu Chưởng,"Thân Nhân Trung, Quận Tân Bình, TP.HCM",+84517255315,Married,Yes,Organization,1978-01-14,Male,Absolute Software (Vietnam) Ltd,System Admin,4,34396000,9,462
4063,Đặng Triệu Thái,"Trần Văn Giàu, Bình Chánh, TP.HCM",+84999454867,Single,Yes,Organization,1979-03-04,Male,"Niteco Vietnam Co., Ltd",Data Analyst,5,40176000,8,664
4064,Đoàn Kim Liên,"Đường Số 56, Quận Gò Vấp, TP.HCM",+84994183416,Single,Yes,Organization,1990-09-15,Female,Bosch Global Software Technologies Company Limited,Embedded Engineer,9,69917000,7,405
4065,Phan Trọng Tường,"Hiệp Thành 19, Quận 12, TP.HCM",+842916349595,Single,Yes,Organization,1979-11-26,Male,Zuhlke Engineering Vietnam,Helpdesk,1,12764000,1,446
